order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit,final_sale
2329,2022-07-19,First Class,Home Office,United States,Fort Collins,Colorado,80525,West,Office Supplies,Envelopes,OFF-EN-10004147,3,0.2,9.8,-0.5999999999999979,29.400000000000002
2330,2023-05-11,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001468,4,16.5,533.5,94.0,2134.0
2331,2022-03-20,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10000642,2,2.0,38.0,-4.0,76.0
2332,2023-02-19,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10000380,5,1.2,38.8,43.999999999999986,194.0
2333,2022-07-27,Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Paper,OFF-PA-10004071,5,11.2,268.8,44.00000000000006,1344.0
2334,2023-11-07,Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Paper,OFF-PA-10004971,1,0.4,9.6,-0.40000000000000036,9.6
2335,2023-08-14,Standard Class,Consumer,United States,Clarksville,Tennessee,37042,South,Office Supplies,Appliances,OFF-AP-10000696,6,1.4,68.6,51.599999999999966,411.59999999999997
2336,2022-02-10,Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Envelopes,OFF-EN-10004030,3,0.5,9.5,-1.5,28.5
2337,2023-05-07,Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Appliances,OFF-AP-10000026,7,12.9,417.1,189.70000000000016,2919.7000000000003
2338,2023-09-16,Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10003936,4,1.5,28.5,34.0,114.0
2339,2022-01-06,Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004530,4,1.0,49.0,36.0,196.0
2340,2022-03-15,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,OFF-AR-10004930,2,0.5,9.5,-1.0,19.0
2341,2022-12-07,Standard Class,Consumer,United States,Warner Robins,Georgia,31088,South,Office Supplies,Art,OFF-AR-10004999,7,1.6,38.4,58.79999999999999,268.8
2342,2022-07-27,First Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,FUR-FU-10002501,5,1.2,58.8,-6.000000000000014,294.0
2343,2023-08-26,First Class,Home Office,United States,Franklin,Massachusetts,2038,East,Technology,Accessories,TEC-AC-10000358,3,3.3,106.7,20.10000000000001,320.1
2344,2023-09-30,Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10004804,3,4.8,115.2,15.600000000000009,345.6
2345,2023-06-11,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,OFF-AP-10001205,9,19.6,470.4,723.5999999999998,4233.599999999999
2346,2023-01-21,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,OFF-PA-10000659,5,1.4,68.6,42.99999999999997,343.0
2347,2022-12-27,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10004141,2,0.0,0.0,0.0,0.0
2348,2022-09-09,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,FUR-TA-10004619,5,28.0,532.0,60.0,2660.0
2349,2022-09-14,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10004187,6,0.4,9.6,-2.400000000000002,57.599999999999994
2350,2023-04-02,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10000632,2,3.5,66.5,13.0,133.0
2351,2023-12-16,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10003724,2,0.5,9.5,-1.0,19.0
2352,2022-06-09,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10002765,3,2.4,77.6,22.799999999999983,232.79999999999998
2353,2022-03-16,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,OFF-AR-10001868,6,0.2,9.8,-1.1999999999999957,58.800000000000004
2354,2022-11-23,First Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,FUR-BO-10002545,7,46.5,1503.5,1074.5,10524.5
2355,2022-02-27,First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10002735,5,5.6,134.4,72.00000000000003,672.0
2356,2023-10-06,First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10004864,1,1.2,38.8,-1.2000000000000028,38.8
2357,2022-04-14,First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,TEC-MA-10000597,3,12.0,228.0,114.0,684.0
2358,2023-03-28,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10003473,7,47.4,1532.6,648.1999999999994,10728.199999999999
2359,2023-10-08,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10001950,4,42.8,1027.2,508.8000000000002,4108.8
2360,2022-01-23,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10004175,3,30.5,579.5,238.5,1738.5
2361,2022-06-19,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002960,7,0.6,29.4,-4.20000000000001,205.79999999999998
2362,2023-09-02,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10000919,4,4.8,155.2,60.799999999999955,620.8
2363,2022-12-24,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10001553,5,0.3,9.7,-1.5000000000000036,48.5
2364,2023-02-14,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,FUR-FU-10004864,2,6.5,123.5,27.0,247.0
2365,2022-09-26,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Appliances,OFF-AP-10004540,2,6.4,153.6,7.199999999999989,307.2
2366,2022-12-18,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,OFF-BI-10004965,4,1.0,49.0,36.0,196.0
2367,2023-03-23,Second Class,Consumer,United States,Sacramento,California,95823,West,Furniture,Chairs,FUR-CH-10001714,1,6.0,114.0,14.0,114.0
2368,2022-03-26,First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,OFF-PA-10002464,4,0.8,19.2,-3.200000000000003,76.8
2369,2022-10-29,Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Furniture,Furnishings,FUR-FU-10002298,6,21.2,508.8,232.80000000000007,3052.8
2370,2023-05-07,Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Art,OFF-AR-10000315,2,0.0,0.0,0.0,0.0
2371,2023-12-20,Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Accessories,TEC-AC-10004353,4,5.0,245.0,180.0,980.0
2372,2022-10-05,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,FUR-FU-10004973,8,1.8,58.2,65.60000000000002,465.6
2373,2022-02-26,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Fasteners,OFF-FA-10000936,1,0.0,0.0,0.0,0.0
2374,2023-02-07,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,OFF-PA-10001609,9,1.0,19.0,-9.0,171.0
2375,2023-02-22,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,FUR-CH-10000785,2,5.0,245.0,50.0,490.0
2376,2023-11-24,Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,OFF-FA-10000053,3,0.3,9.7,-0.9000000000000021,29.099999999999998
2377,2023-08-02,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10001718,4,2.4,77.6,70.39999999999998,310.4
2378,2023-11-30,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,OFF-SU-10004768,2,0.3,9.7,-0.6000000000000014,19.4
2379,2023-07-30,Standard Class,Home Office,United States,Thousand Oaks,California,91360,West,Office Supplies,Paper,OFF-PA-10003883,5,0.6,29.4,-3.000000000000007,147.0
2380,2022-12-02,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Fasteners,OFF-FA-10004248,2,0.5,9.5,-1.0,19.0
2381,2022-09-21,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Paper,OFF-PA-10002581,2,1.5,48.5,17.0,97.0
2382,2023-02-21,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,FUR-FU-10004848,7,1.0,49.0,63.0,343.0
2383,2022-10-27,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Appliances,OFF-AP-10002403,4,3.6,176.4,105.60000000000002,705.6
2384,2022-04-06,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Art,OFF-AR-10003087,9,0.4,19.6,-3.599999999999987,176.4
2385,2023-04-26,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,OFF-BI-10002026,4,7.6,182.4,9.600000000000023,729.6
2386,2022-05-25,First Class,Consumer,United States,Fresno,California,93727,West,Technology,Phones,TEC-PH-10000141,4,6.3,203.7,134.79999999999995,814.8
2387,2023-09-07,First Class,Consumer,United States,Fresno,California,93727,West,Technology,Copiers,TEC-CO-10000971,2,14.4,465.6,111.20000000000005,931.2
2388,2023-08-28,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Fasteners,OFF-FA-10001229,2,0.5,9.5,-1.0,19.0
2389,2023-12-18,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,OFF-BI-10002437,2,0.8,19.2,-1.6000000000000014,38.4
2390,2023-05-26,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004255,1,0.5,9.5,-0.5,9.5
2391,2023-03-22,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10001184,7,1.6,38.4,-11.20000000000001,268.8
2392,2023-04-09,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002637,9,64.8,1555.2,1486.8000000000004,13996.800000000001
2393,2022-10-31,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10002878,4,2.2,107.8,31.19999999999999,431.2
2394,2022-07-09,Standard Class,Consumer,United States,Malden,Massachusetts,2148,East,Office Supplies,Art,OFF-AR-10000588,2,1.6,38.4,16.799999999999997,76.8
2395,2023-11-24,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002217,2,1.6,38.4,-3.200000000000003,76.8
2396,2023-04-23,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001267,2,3.0,57.0,14.0,114.0
2397,2023-10-19,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10004041,5,0.8,39.2,46.000000000000014,196.0
2398,2022-04-09,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,OFF-LA-10001613,2,0.2,9.8,-0.3999999999999986,19.6
2399,2022-06-26,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10000246,6,0.6,19.4,-3.6000000000000085,116.39999999999999
2400,2022-04-28,Standard Class,Corporate,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,OFF-ST-10001809,7,18.9,611.1,217.70000000000016,4277.7
2401,2022-05-11,Standard Class,Corporate,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,OFF-ST-10002214,5,2.4,57.6,38.00000000000001,288.0
2402,2022-10-12,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10000649,6,4.5,85.5,93.0,513.0
2403,2023-06-07,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,OFF-EN-10001990,5,0.9,29.1,45.50000000000001,145.5
2404,2023-03-08,Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Bookcases,FUR-BO-10000780,7,48.0,912.0,714.0,6384.0
2405,2022-11-16,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10002049,9,44.8,1075.2,1576.8000000000004,9676.800000000001
2406,2023-09-06,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10003555,7,3.9,126.1,42.69999999999996,882.6999999999999
2407,2022-05-04,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10000702,10,1.6,78.4,184.00000000000006,784.0
2408,2023-10-15,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003631,5,0.6,19.4,-3.000000000000007,97.0
2409,2023-04-23,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10003072,3,10.8,349.2,147.59999999999997,1047.6
2410,2022-12-20,First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10000758,8,8.4,201.6,92.79999999999995,1612.8
2411,2023-08-25,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,OFF-FA-10000992,2,0.2,9.8,-0.3999999999999986,19.6
2412,2023-07-16,Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10004187,5,0.4,9.6,-2.0000000000000018,48.0
2413,2023-01-09,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10001947,2,0.2,9.8,-0.3999999999999986,19.6
2414,2022-03-24,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,FUR-TA-10002356,3,12.6,617.4,232.19999999999993,1852.1999999999998
2415,2022-04-02,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10001714,5,37.5,712.5,312.5,3562.5
2416,2022-04-26,Standard Class,Home Office,United States,Holyoke,Massachusetts,1040,East,Furniture,Bookcases,FUR-BO-10002824,2,9.0,291.0,102.0,582.0
2417,2023-02-08,Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Technology,Accessories,TEC-AC-10002842,5,12.0,588.0,390.0,2940.0
2418,2022-07-06,Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Binders,OFF-BI-10002082,3,1.6,78.4,25.200000000000017,235.20000000000002
2419,2023-05-03,Standard Class,Corporate,United States,Sparks,Nevada,89431,West,Technology,Machines,TEC-MA-10000112,10,96.0,2304.0,3340.0,23040.0
2420,2022-03-12,Standard Class,Corporate,United States,Coachella,California,92236,West,Office Supplies,Storage,OFF-ST-10002289,2,1.8,58.2,-3.5999999999999943,116.4
2421,2023-01-20,Standard Class,Corporate,United States,Coachella,California,92236,West,Technology,Accessories,TEC-AC-10004171,1,5.0,95.0,-5.0,95.0
2422,2023-10-24,Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Storage,OFF-ST-10003656,3,11.5,218.5,-4.5,655.5
2423,2023-07-15,Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Paper,OFF-PA-10001560,2,0.4,9.6,-0.8000000000000007,19.2
2424,2023-03-18,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Accessories,TEC-AC-10002473,7,6.4,153.6,165.19999999999996,1075.2
2425,2023-02-02,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,OFF-BI-10000632,1,0.3,9.7,-0.3000000000000007,9.7
2426,2022-02-07,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Furniture,Tables,FUR-TA-10002645,2,8.1,261.9,83.79999999999995,523.8
2427,2023-09-01,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Fasteners,OFF-FA-10002975,13,1.2,38.8,114.39999999999996,504.4
2428,2022-06-21,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,OFF-BI-10003784,4,0.0,0.0,0.0,0.0
2429,2022-03-07,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,OFF-BI-10001617,4,0.2,9.8,-0.7999999999999972,39.2
2430,2023-11-25,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,FUR-FU-10004415,7,0.3,9.7,-2.100000000000005,67.89999999999999
2431,2022-08-16,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10000240,8,1.8,58.2,65.60000000000002,465.6
2432,2023-04-28,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10001935,2,0.5,9.5,-1.0,19.0
2433,2023-06-25,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10002439,7,18.5,351.5,80.5,2460.5
2434,2022-08-12,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,TEC-PH-10001536,4,2.0,48.0,32.0,192.0
2435,2023-12-24,First Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,OFF-EN-10001532,2,0.9,29.1,18.200000000000003,58.2
2436,2023-06-12,First Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Appliances,OFF-AP-10003057,3,16.6,813.4,130.19999999999993,2440.2
2437,2023-05-11,Standard Class,Consumer,United States,Farmington,New Mexico,87401,West,Furniture,Furnishings,FUR-FU-10003708,9,11.0,539.0,621.0,4851.0
2438,2022-06-12,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Tables,FUR-TA-10000849,2,4.5,145.5,31.0,291.0
2439,2022-06-26,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,OFF-PA-10002259,4,0.8,39.2,36.80000000000001,156.8
2440,2022-07-11,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10002597,2,0.2,9.8,-0.3999999999999986,19.6
2441,2023-03-17,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Phones,TEC-PH-10004614,5,7.0,343.0,265.0,1715.0
2442,2022-12-14,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Furniture,Tables,FUR-TA-10003748,2,8.5,161.5,43.0,323.0
2443,2022-05-17,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Office Supplies,Appliances,OFF-AP-10003217,4,26.4,633.6,214.4000000000001,2534.4
2444,2022-03-14,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Accessories,TEC-AC-10002399,5,2.0,98.0,90.0,490.0
2445,2023-09-17,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Office Supplies,Envelopes,OFF-EN-10002973,6,1.5,28.5,-9.0,171.0
2446,2023-11-30,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Phones,TEC-PH-10001336,2,7.8,252.2,84.39999999999998,504.4
2447,2022-10-18,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,OFF-EN-10000461,2,1.0,19.0,-2.0,38.0
2448,2023-01-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,FUR-CH-10000988,5,24.5,465.5,227.5,2327.5
2449,2022-10-02,Second Class,Consumer,United States,North Charleston,South Carolina,29406,South,Office Supplies,Storage,OFF-ST-10001809,3,8.1,261.9,5.699999999999932,785.6999999999999
2450,2022-01-29,Standard Class,Home Office,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10003963,5,0.6,29.4,-3.000000000000007,147.0
2451,2022-11-12,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10000081,5,1.0,19.0,-5.0,95.0
2452,2023-12-23,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10000149,6,3.6,116.4,98.40000000000003,698.4000000000001
2453,2022-05-08,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10000605,3,0.2,9.8,-0.5999999999999979,29.400000000000002
2454,2023-09-19,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10002399,3,1.2,58.8,26.39999999999999,176.39999999999998
2455,2022-11-12,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10003038,8,2.1,67.9,63.200000000000045,543.2
2456,2022-04-13,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000344,8,5.5,104.5,116.0,836.0
2457,2022-09-19,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10004093,1,0.3,9.7,-0.3000000000000007,9.7
2458,2023-07-30,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10001683,6,2.4,57.6,45.60000000000001,345.6
2459,2022-04-08,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003455,3,1.0,49.0,27.0,147.0
2460,2023-12-01,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,OFF-AP-10002578,2,5.0,95.0,10.0,190.0
2461,2023-04-12,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10001763,3,1.2,28.8,-3.599999999999998,86.4
2462,2023-06-20,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10001597,3,2.0,98.0,54.0,294.0
2463,2023-10-12,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001524,5,4.0,76.0,30.0,380.0
2464,2022-06-22,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001553,2,0.2,9.8,-0.3999999999999986,19.6
2465,2023-11-13,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10000576,1,7.0,133.0,13.0,133.0
2466,2022-04-14,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10001317,1,0.0,0.0,0.0,0.0
2467,2022-03-06,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,OFF-PA-10000726,1,0.3,9.7,-0.3000000000000007,9.7
2468,2023-04-25,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10003306,4,11.4,558.6,154.4000000000001,2234.4
2469,2023-09-04,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,OFF-PA-10004983,5,1.5,28.5,-7.5,142.5
2470,2022-06-28,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10001291,1,0.8,19.2,-0.8000000000000007,19.2
2471,2023-10-22,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10002107,8,0.3,9.7,-2.4000000000000057,77.6
2472,2022-01-01,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,FUR-BO-10002213,4,13.5,436.5,106.0,1746.0
2473,2022-02-04,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,OFF-AP-10000692,4,1.8,58.2,-7.199999999999989,232.8
2474,2022-04-06,First Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,FUR-CH-10001190,2,11.0,209.0,18.0,418.0
2475,2023-11-21,First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10000682,5,1.6,78.4,42.00000000000003,392.0
2476,2023-05-03,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,OFF-LA-10004545,7,3.6,86.4,114.80000000000004,604.8000000000001
2477,2023-06-27,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10003057,4,22.0,1078.0,472.0,4312.0
2478,2023-10-13,Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Tables,FUR-TA-10000198,3,26.4,1293.6,550.7999999999997,3880.7999999999997
2479,2022-01-17,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10002833,3,0.5,9.5,-1.5,28.5
2480,2023-01-29,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,OFF-SU-10002557,1,0.5,9.5,-0.5,9.5
2481,2023-09-09,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10003656,2,4.5,145.5,31.0,291.0
2482,2023-09-02,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10001097,6,20.0,980.0,480.0,5880.0
2483,2022-10-01,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10000912,4,1.2,38.8,-4.800000000000011,155.2
2484,2022-08-13,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,FUR-TA-10000617,5,57.0,1083.0,765.0,5415.0
2485,2022-08-31,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001658,5,4.0,96.0,30.0,480.0
2486,2023-11-14,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10003856,2,0.3,9.7,-0.6000000000000014,19.4
2487,2022-02-16,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,OFF-ST-10001837,2,1.8,88.2,16.400000000000006,176.4
2488,2022-03-09,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10001473,3,0.2,9.8,-0.5999999999999979,29.400000000000002
2489,2023-10-15,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10004285,3,0.6,19.4,-1.8000000000000043,58.199999999999996
2490,2023-01-28,Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001835,4,25.2,604.8,219.19999999999982,2419.2
2491,2023-03-22,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002245,4,0.6,19.4,-2.4000000000000057,77.6
2492,2022-01-29,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001457,6,4.5,85.5,93.0,513.0
2493,2023-04-23,Standard Class,Consumer,United States,Jamestown,New York,14701,East,Technology,Phones,TEC-PH-10002885,7,182.0,4368.0,4466.0,30576.0
2494,2023-11-22,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Tables,FUR-TA-10004086,5,9.0,291.0,205.0,1455.0
2495,2023-03-12,Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10000895,5,14.4,705.6,628.0000000000001,3528.0
2496,2023-11-07,Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Furniture,Chairs,FUR-CH-10000225,8,26.0,624.0,672.0,4992.0
2497,2023-04-25,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Storage,OFF-ST-10002370,3,1.8,58.2,24.60000000000001,174.60000000000002
2498,2022-04-28,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Envelopes,OFF-EN-10000056,2,2.4,117.6,15.199999999999989,235.2
2499,2023-12-14,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004817,1,0.5,9.5,-0.5,9.5
